Country Name,Country Code,Indicator Name,GDP,Year
Slovenia,SVN,GDP (current US$),36206395971,2005
Sweden,SWE,GDP (current US$),3.92E+11,2005
Eswatini,SWZ,GDP (current US$),3178126555,2005
Sint Maarten (Dutch part),SXM,GDP (current US$),,2005
Seychelles,SYC,GDP (current US$),919103254.5,2005
Syrian Arab Republic,SYR,GDP (current US$),28858965517,2005
Turks and Caicos Islands,TCA,GDP (current US$),578645800,2005
Chad,TCD,GDP (current US$),6649307057,2005
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),3.10E+12,2005
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),2.04E+12,2005
Togo,TGO,GDP (current US$),2280575830,2005
Thailand,THA,GDP (current US$),1.89E+11,2005
Tajikistan,TJK,GDP (current US$),2312327536,2005
Turkmenistan,TKM,GDP (current US$),8103901996,2005
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),2.71E+12,2005
Timor-Leste,TLS,GDP (current US$),462261800,2005
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),6.94E+11,2005
Tonga,TON,GDP (current US$),261797595.1,2005
South Asia (IDA & IBRD),TSA,GDP (current US$),1.05E+12,2005
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),7.71E+11,2005
Trinidad and Tobago,TTO,GDP (current US$),15982282462,2005
Tunisia,TUN,GDP (current US$),32273007554,2005
Turkey,TUR,GDP (current US$),5.06E+11,2005
Tuvalu,TUV,GDP (current US$),21839098.89,2005
Tanzania,TZA,GDP (current US$),18399046025,2005
Uganda,UGA,GDP (current US$),9239221859,2005
Ukraine,UKR,GDP (current US$),86057915585,2005
Upper middle income,UMC,GDP (current US$),7.57E+12,2005
Uruguay,URY,GDP (current US$),17362857685,2005
United States,USA,GDP (current US$),1.30E+13,2005
Uzbekistan,UZB,GDP (current US$),14307509839,2005
St. Vincent and the Grenadines,VCT,GDP (current US$),550728666.7,2005
"Venezuela, RB",VEN,GDP (current US$),1.46E+11,2005
British Virgin Islands,VGB,GDP (current US$),,2005
Virgin Islands (U.S.),VIR,GDP (current US$),4439000000,2005
Vietnam,VNM,GDP (current US$),57633255618,2005
Vanuatu,VUT,GDP (current US$),394962552.3,2005
World,WLD,GDP (current US$),4.75E+13,2005
Samoa,WSM,GDP (current US$),465568018.3,2005
Kosovo,XKX,GDP (current US$),3663101604,2005
"Yemen, Rep.",YEM,GDP (current US$),16746344766,2005
South Africa,ZAF,GDP (current US$),2.58E+11,2005
Zambia,ZMB,GDP (current US$),8331870169,2005
Zimbabwe,ZWE,GDP (current US$),5755215200,2005
Aruba,ABW,GDP (current US$),2424581006,2006
Afghanistan,AFG,GDP (current US$),6971285595,2006
Angola,AGO,GDP (current US$),52381006892,2006
Albania,ALB,GDP (current US$),8896073938,2006
Andorra,AND,GDP (current US$),3456442103,2006
Arab World,ARB,GDP (current US$),1.41E+12,2006
United Arab Emirates,ARE,GDP (current US$),2.22E+11,2006
Argentina,ARG,GDP (current US$),2.33E+11,2006
Armenia,ARM,GDP (current US$),6384451606,2006
American Samoa,ASM,GDP (current US$),496000000,2006
Antigua and Barbuda,ATG,GDP (current US$),1157662963,2006
Australia,AUS,GDP (current US$),7.46E+11,2006
Austria,AUT,GDP (current US$),3.36E+11,2006
Azerbaijan,AZE,GDP (current US$),20982986344,2006
Burundi,BDI,GDP (current US$),1273375020,2006
Belgium,BEL,GDP (current US$),4.08E+11,2006
Benin,BEN,GDP (current US$),7027863025,2006
Burkina Faso,BFA,GDP (current US$),6547420134,2006
Bangladesh,BGD,GDP (current US$),71819083684,2006
Bulgaria,BGR,GDP (current US$),34379808889,2006
Bahrain,BHR,GDP (current US$),18504760638,2006
"Bahamas, The",BHS,GDP (current US$),10167250000,2006
Bosnia and Herzegovina,BIH,GDP (current US$),12864610994,2006
Belarus,BLR,GDP (current US$),36954312354,2006
Belize,BLZ,GDP (current US$),1210150000,2006
Bermuda,BMU,GDP (current US$),6144000000,2006
Bolivia,BOL,GDP (current US$),11451869165,2006
Brazil,BRA,GDP (current US$),1.11E+12,2006
Barbados,BRB,GDP (current US$),4217500000,2006
Brunei Darussalam,BRN,GDP (current US$),11470703002,2006
Bhutan,BTN,GDP (current US$),874989895.6,2006
Botswana,BWA,GDP (current US$),10137883299,2006
Central African Republic,CAF,GDP (current US$),1460561215,2006
Canada,CAN,GDP (current US$),1.32E+12,2006
Central Europe and the Baltics,CEB,GDP (current US$),1.00E+12,2006
Switzerland,CHE,GDP (current US$),4.31E+11,2006
Channel Islands,CHI,GDP (current US$),9676172953,2006
Chile,CHL,GDP (current US$),1.55E+11,2006
China,CHN,GDP (current US$),2.75E+12,2006
Cote d'Ivoire,CIV,GDP (current US$),17816714954,2006
Cameroon,CMR,GDP (current US$),19356046328,2006
"Congo, Dem. Rep.",COD,GDP (current US$),14451902468,2006
"Congo, Rep.",COG,GDP (current US$),8072305415,2006
Colombia,COL,GDP (current US$),1.62E+11,2006
Comoros,COM,GDP (current US$),698431827.7,2006
Cabo Verde,CPV,GDP (current US$),1107891063,2006
Costa Rica,CRI,GDP (current US$),22602721765,2006
Caribbean small states,CSS,GDP (current US$),55670905492,2006
Cuba,CUB,GDP (current US$),52742800000,2006
Curacao,CUW,GDP (current US$),,2006
Cayman Islands,CYM,GDP (current US$),4200439499,2006
Cyprus,CYP,GDP (current US$),20072786351,2006
Czech Republic,CZE,GDP (current US$),1.56E+11,2006
Germany,DEU,GDP (current US$),2.99E+12,2006
Djibouti,DJI,GDP (current US$),768873684,2006
Dominica,DMA,GDP (current US$),390250148.1,2006
Denmark,DNK,GDP (current US$),2.83E+11,2006
Dominican Republic,DOM,GDP (current US$),37879869898,2006
Algeria,DZA,GDP (current US$),1.17E+11,2006
East Asia & Pacific (excluding high income),EAP,GDP (current US$),3.75E+12,2006
Early-demographic dividend,EAR,GDP (current US$),5.48E+12,2006
East Asia & Pacific,EAS,GDP (current US$),1.10E+13,2006
Europe & Central Asia (excluding high income),ECA,GDP (current US$),1.95E+12,2006
Europe & Central Asia,ECS,GDP (current US$),1.81E+13,2006
Ecuador,ECU,GDP (current US$),46802044000,2006
"Egypt, Arab Rep.",EGY,GDP (current US$),1.07E+11,2006
Euro area,EMU,GDP (current US$),1.12E+13,2006
Eritrea,ERI,GDP (current US$),1211161880,2006
Spain,ESP,GDP (current US$),1.26E+12,2006
Estonia,EST,GDP (current US$),17012322168,2006
Ethiopia,ETH,GDP (current US$),15280861835,2006
European Union,EUU,GDP (current US$),1.27E+13,2006
Fragile and conflict affected situations,FCS,GDP (current US$),8.06E+11,2006
Finland,FIN,GDP (current US$),2.17E+11,2006
Fiji,FJI,GDP (current US$),3102741451,2006
France,FRA,GDP (current US$),2.32E+12,2006
Faroe Islands,FRO,GDP (current US$),1984445416,2006
"Micronesia, Fed. Sts.",FSM,GDP (current US$),253541900,2006
Gabon,GAB,GDP (current US$),10327598801,2006
United Kingdom,GBR,GDP (current US$),2.71E+12,2006
Georgia,GEO,GDP (current US$),7745394293,2006
Ghana,GHA,GDP (current US$),20440893017,2006
Gibraltar,GIB,GDP (current US$),,2006
Guinea,GIN,GDP (current US$),4220019243,2006
"Gambia, The",GMB,GDP (current US$),1054113427,2006
Guinea-Bissau,GNB,GDP (current US$),592365688.1,2006
Equatorial Guinea,GNQ,GDP (current US$),10086528699,2006
Greece,GRC,GDP (current US$),2.73E+11,2006
Grenada,GRD,GDP (current US$),698700666.7,2006
Greenland,GRL,GDP (current US$),2013099482,2006
Guatemala,GTM,GDP (current US$),30231249625,2006
Guam,GUM,GDP (current US$),4213000000,2006
Guyana,GUY,GDP (current US$),2379818383,2006
High income,HIC,GDP (current US$),3.99E+13,2006
"Hong Kong SAR, China",HKG,GDP (current US$),1.94E+11,2006
Honduras,HND,GDP (current US$),10917481688,2006
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),3.07E+11,2006
Croatia,HRV,GDP (current US$),50423077102,2006
Haiti,HTI,GDP (current US$),7408787819,2006
Hungary,HUN,GDP (current US$),1.16E+11,2006
IBRD only,IBD,GDP (current US$),1.14E+13,2006
IDA & IBRD total,IBT,GDP (current US$),1.23E+13,2006
IDA total,IDA,GDP (current US$),9.26E+11,2006
IDA blend,IDB,GDP (current US$),4.65E+11,2006
Indonesia,IDN,GDP (current US$),3.65E+11,2006
IDA only,IDX,GDP (current US$),4.56E+11,2006
Isle of Man,IMN,GDP (current US$),3422651334,2006
India,IND,GDP (current US$),9.40E+11,2006
Not classified,INX,GDP (current US$),,2006
Ireland,IRL,GDP (current US$),2.32E+11,2006
"Iran, Islamic Rep.",IRN,GDP (current US$),2.66E+11,2006
Iraq,IRQ,GDP (current US$),65140293688,2006
Iceland,ISL,GDP (current US$),17216420305,2006
Israel,ISR,GDP (current US$),1.54E+11,2006
Italy,ITA,GDP (current US$),1.95E+12,2006
Jamaica,JAM,GDP (current US$),11930171468,2006
Jordan,JOR,GDP (current US$),15056929760,2006
Japan,JPN,GDP (current US$),4.53E+12,2006
Kazakhstan,KAZ,GDP (current US$),81003884545,2006
Kenya,KEN,GDP (current US$),25825524821,2006
Kyrgyz Republic,KGZ,GDP (current US$),2834168889,2006
Cambodia,KHM,GDP (current US$),7274595707,2006
Kiribati,KIR,GDP (current US$),110234939.8,2006
St. Kitts and Nevis,KNA,GDP (current US$),644411111.1,2006
"Korea, Rep.",KOR,GDP (current US$),1.05E+12,2006
Kuwait,KWT,GDP (current US$),1.02E+11,2006
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),3.03E+12,2006
Lao PDR,LAO,GDP (current US$),3452882514,2006
Lebanon,LBN,GDP (current US$),22022709852,2006
Liberia,LBR,GDP (current US$),1119000000,2006
Libya,LBY,GDP (current US$),54961936663,2006
St. Lucia,LCA,GDP (current US$),1268319185,2006
Latin America & Caribbean,LCN,GDP (current US$),3.36E+12,2006
Least developed countries: UN classification,LDC,GDP (current US$),4.02E+11,2006
Low income,LIC,GDP (current US$),2.34E+11,2006
Liechtenstein,LIE,GDP (current US$),4000239273,2006
Sri Lanka,LKA,GDP (current US$),28279814925,2006
Lower middle income,LMC,GDP (current US$),2.38E+12,2006
Low & middle income,LMY,GDP (current US$),1.16E+13,2006
Lesotho,LSO,GDP (current US$),1800105590,2006
Late-demographic dividend,LTE,GDP (current US$),7.44E+12,2006
Lithuania,LTU,GDP (current US$),30183575104,2006
Luxembourg,LUX,GDP (current US$),42414308117,2006
Latvia,LVA,GDP (current US$),21517445448,2006
"Macao SAR, China",MAC,GDP (current US$),14789661809,2006
St. Martin (French part),MAF,GDP (current US$),,2006
Morocco,MAR,GDP (current US$),68640825481,2006
Monaco,MCO,GDP (current US$),4582988333,2006
Moldova,MDA,GDP (current US$),3408244549,2006
Madagascar,MDG,GDP (current US$),6395712392,2006
Maldives,MDV,GDP (current US$),1575200391,2006
Middle East & North Africa,MEA,GDP (current US$),1.79E+12,2006
Mexico,MEX,GDP (current US$),9.75E+11,2006
Marshall Islands,MHL,GDP (current US$),145474100,2006
Middle income,MIC,GDP (current US$),1.14E+13,2006
North Macedonia,MKD,GDP (current US$),6861222332,2006
Mali,MLI,GDP (current US$),6905876385,2006
Malta,MLT,GDP (current US$),6778324087,2006
Myanmar,MMR,GDP (current US$),14502553710,2006
Middle East & North Africa (excluding high income),MNA,GDP (current US$),8.12E+11,2006
Montenegro,MNE,GDP (current US$),2721903149,2006
Mongolia,MNG,GDP (current US$),3414055566,2006
Northern Mariana Islands,MNP,GDP (current US$),990000000,2006
Mozambique,MOZ,GDP (current US$),9176889070,2006
Mauritania,MRT,GDP (current US$),4008583968,2006
Mauritius,MUS,GDP (current US$),7028803366,2006
Malawi,MWI,GDP (current US$),3998020177,2006
Malaysia,MYS,GDP (current US$),1.63E+11,2006
North America,NAC,GDP (current US$),1.51E+13,2006
Namibia,NAM,GDP (current US$),7840138006,2006
New Caledonia,NCL,GDP (current US$),,2006
Niger,NER,GDP (current US$),4756361480,2006
Nigeria,NGA,GDP (current US$),2.36E+11,2006
Nicaragua,NIC,GDP (current US$),6763361733,2006
Netherlands,NLD,GDP (current US$),7.33E+11,2006
Norway,NOR,GDP (current US$),3.46E+11,2006
Nepal,NPL,GDP (current US$),9043715356,2006
Nauru,NRU,GDP (current US$),,2006
New Zealand,NZL,GDP (current US$),1.12E+11,2006
OECD members,OED,GDP (current US$),3.96E+13,2006
Oman,OMN,GDP (current US$),37215779656,2006
Other small states,OSS,GDP (current US$),2.15E+11,2006
Pakistan,PAK,GDP (current US$),1.37E+11,2006
Panama,PAN,GDP (current US$),18141666300,2006
Peru,PER,GDP (current US$),88643193062,2006
Philippines,PHL,GDP (current US$),1.28E+11,2006
Palau,PLW,GDP (current US$),192382400,2006
Papua New Guinea,PNG,GDP (current US$),8355006711,2006
Poland,POL,GDP (current US$),3.45E+11,2006
Pre-demographic dividend,PRE,GDP (current US$),6.28E+11,2006
Puerto Rico,PRI,GDP (current US$),87276164400,2006
"Korea, Dem. People’s Rep.",PRK,GDP (current US$),,2006
Portugal,PRT,GDP (current US$),2.09E+11,2006
Paraguay,PRY,GDP (current US$),13429430050,2006
West Bank and Gaza,PSE,GDP (current US$),5348300000,2006
Pacific island small states,PSS,GDP (current US$),5644071347,2006
Post-demographic dividend,PST,GDP (current US$),3.75E+13,2006
French Polynesia,PYF,GDP (current US$),,2006
Qatar,QAT,GDP (current US$),60882142857,2006
Romania,ROU,GDP (current US$),1.22E+11,2006
Russian Federation,RUS,GDP (current US$),9.90E+11,2006
Rwanda,RWA,GDP (current US$),3319198500,2006
South Asia,SAS,GDP (current US$),1.20E+12,2006
Saudi Arabia,SAU,GDP (current US$),3.77E+11,2006
Sudan,SDN,GDP (current US$),35822408612,2006
Senegal,SEN,GDP (current US$),11847848225,2006
Singapore,SGP,GDP (current US$),1.49E+11,2006
Solomon Islands,SLB,GDP (current US$),538668769.3,2006
Sierra Leone,SLE,GDP (current US$),1885112202,2006
El Salvador,SLV,GDP (current US$),15999886400,2006
San Marino,SMR,GDP (current US$),1908167106,2006
Somalia,SOM,GDP (current US$),,2006
Serbia,SRB,GDP (current US$),32482070360,2006
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),9.08E+11,2006
South Sudan,SSD,GDP (current US$),,2006
Sub-Saharan Africa,SSF,GDP (current US$),9.16E+11,2006
Small states,SST,GDP (current US$),2.77E+11,2006
Sao Tome and Principe,STP,GDP (current US$),142775597.3,2006
Suriname,SUR,GDP (current US$),2626380435,2006
Slovak Republic,SVK,GDP (current US$),70708098106,2006
Slovenia,SVN,GDP (current US$),39481045038,2006
Sweden,SWE,GDP (current US$),4.23E+11,2006
Eswatini,SWZ,GDP (current US$),3291353806,2006
Sint Maarten (Dutch part),SXM,GDP (current US$),,2006
Seychelles,SYC,GDP (current US$),1016418229,2006
Syrian Arab Republic,SYR,GDP (current US$),33332844575,2006
Turks and Caicos Islands,TCA,GDP (current US$),721891500,2006
Chad,TCD,GDP (current US$),7428701809,2006
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),3.74E+12,2006
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),2.46E+12,2006
Togo,TGO,GDP (current US$),2349495621,2006
Thailand,THA,GDP (current US$),2.22E+11,2006
Tajikistan,TJK,GDP (current US$),2830220713,2006
Turkmenistan,TKM,GDP (current US$),10276674365,2006
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),3.19E+12,2006
Timor-Leste,TLS,GDP (current US$),453796000,2006
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),8.07E+11,2006
Tonga,TON,GDP (current US$),292232126.6,2006
South Asia (IDA & IBRD),TSA,GDP (current US$),1.20E+12,2006
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),9.16E+11,2006
Trinidad and Tobago,TTO,GDP (current US$),18369361094,2006
Tunisia,TUN,GDP (current US$),34378437265,2006
Turkey,TUR,GDP (current US$),5.57E+11,2006
Tuvalu,TUV,GDP (current US$),22902861.45,2006
Tanzania,TZA,GDP (current US$),18649590248,2006
Uganda,UGA,GDP (current US$),9977647645,2006
Ukraine,UKR,GDP (current US$),1.08E+11,2006
Upper middle income,UMC,GDP (current US$),9.03E+12,2006
Uruguay,URY,GDP (current US$),19579457965,2006
United States,USA,GDP (current US$),1.38E+13,2006
Uzbekistan,UZB,GDP (current US$),17330833853,2006
St. Vincent and the Grenadines,VCT,GDP (current US$),610930037,2006
"Venezuela, RB",VEN,GDP (current US$),1.83E+11,2006
British Virgin Islands,VGB,GDP (current US$),,2006
Virgin Islands (U.S.),VIR,GDP (current US$),4504000000,2006
Vietnam,VNM,GDP (current US$),66371664817,2006
Vanuatu,VUT,GDP (current US$),439376794.1,2006
World,WLD,GDP (current US$),5.15E+13,2006
Samoa,WSM,GDP (current US$),505832439.8,2006
Kosovo,XKX,GDP (current US$),3846819721,2006
"Yemen, Rep.",YEM,GDP (current US$),19061978586,2006
South Africa,ZAF,GDP (current US$),2.72E+11,2006
Zambia,ZMB,GDP (current US$),12756858899,2006
Zimbabwe,ZWE,GDP (current US$),5443896500,2006
Aruba,ABW,GDP (current US$),2615083799,2007
Afghanistan,AFG,GDP (current US$),9747879532,2007
Angola,AGO,GDP (current US$),65266452081,2007
Albania,ALB,GDP (current US$),10677321490,2007
Andorra,AND,GDP (current US$),3952600602,2007
Arab World,ARB,GDP (current US$),1.64E+12,2007
United Arab Emirates,ARE,GDP (current US$),2.58E+11,2007
Argentina,ARG,GDP (current US$),2.88E+11,2007
Armenia,ARM,GDP (current US$),9206301700,2007
American Samoa,ASM,GDP (current US$),520000000,2007
Antigua and Barbuda,ATG,GDP (current US$),1312759259,2007
Australia,AUS,GDP (current US$),8.53E+11,2007
Austria,AUT,GDP (current US$),3.89E+11,2007
Azerbaijan,AZE,GDP (current US$),33050343783,2007
Burundi,BDI,GDP (current US$),1356199365,2007
Belgium,BEL,GDP (current US$),4.70E+11,2007
Benin,BEN,GDP (current US$),8158257572,2007
Burkina Faso,BFA,GDP (current US$),7625723124,2007
Bangladesh,BGD,GDP (current US$),79611888213,2007
Bulgaria,BGR,GDP (current US$),44405101470,2007
Bahrain,BHR,GDP (current US$),21730000000,2007
"Bahamas, The",BHS,GDP (current US$),10618340000,2007
Bosnia and Herzegovina,BIH,GDP (current US$),15778767670,2007
Belarus,BLR,GDP (current US$),45277399814,2007
Belize,BLZ,GDP (current US$),1271600000,2007
Bermuda,BMU,GDP (current US$),6767000000,2007
Bolivia,BOL,GDP (current US$),13120183157,2007
Brazil,BRA,GDP (current US$),1.40E+12,2007
Barbados,BRB,GDP (current US$),4674000000,2007
Brunei Darussalam,BRN,GDP (current US$),12247694247,2007
Bhutan,BTN,GDP (current US$),1168308517,2007
Botswana,BWA,GDP (current US$),10939053365,2007
Central African Republic,CAF,GDP (current US$),1697565949,2007
Canada,CAN,GDP (current US$),1.46E+12,2007
Central Europe and the Baltics,CEB,GDP (current US$),1.27E+12,2007
Switzerland,CHE,GDP (current US$),4.80E+11,2007
Channel Islands,CHI,GDP (current US$),11514605842,2007
Chile,CHL,GDP (current US$),1.74E+11,2007
China,CHN,GDP (current US$),3.55E+12,2007
Cote d'Ivoire,CIV,GDP (current US$),20370544322,2007
Cameroon,CMR,GDP (current US$),22365265026,2007
"Congo, Dem. Rep.",COD,GDP (current US$),16737071816,2007
"Congo, Rep.",COG,GDP (current US$),8782703767,2007
Colombia,COL,GDP (current US$),2.06E+11,2007
Comoros,COM,GDP (current US$),795673128.5,2007
Cabo Verde,CPV,GDP (current US$),1513933983,2007
Costa Rica,CRI,GDP (current US$),26743972564,2007
Caribbean small states,CSS,GDP (current US$),61875372966,2007
Cuba,CUB,GDP (current US$),58603900000,2007
Curacao,CUW,GDP (current US$),,2007
Cayman Islands,CYM,GDP (current US$),4466438823,2007
Cyprus,CYP,GDP (current US$),23968764030,2007
Czech Republic,CZE,GDP (current US$),1.90E+11,2007
Germany,DEU,GDP (current US$),3.42E+12,2007
Djibouti,DJI,GDP (current US$),847918929.1,2007
Dominica,DMA,GDP (current US$),421375851.9,2007
Denmark,DNK,GDP (current US$),3.19E+11,2007
Dominican Republic,DOM,GDP (current US$),43965420071,2007
Algeria,DZA,GDP (current US$),1.35E+11,2007
East Asia & Pacific (excluding high income),EAP,GDP (current US$),4.74E+12,2007
